,0,1,2,3,4,5,6,quality
0,-0.5008399026343741,1.184037818251134,-1.0927976323508064,-0.3991686217915853,-0.30246127920928795,-0.3245293137262183,-0.5430673186608923,5
1,-0.21085622480656868,1.9460928908341646,-1.434209833044651,0.06056793350933911,0.24116693779570084,0.8520550088629221,0.6527090754506801,5
2,-0.20851855425262258,1.4401383820334621,-0.9973647467804753,-0.10969918190032578,0.06018595404224932,0.0012436951954168992,0.12812655097289996,5
3,1.4808661006891082,-1.3018539557910886,1.6178063063180077,-0.484419836732071,-0.3042200781536756,0.17515250002496216,0.32922206800772674,6
4,-0.5008399026343778,1.1840378182511342,-1.0927976323508097,-0.3991686217915861,-0.3024612792092935,-0.3245293137262154,-0.5430673186608895,5
5,-0.5078280897128737,1.0090182726537118,-1.0185017871076762,-0.45494898448147747,-0.34535117446267305,-0.10205488900366029,-0.40326890373348845,5
6,-0.25118446981396436,0.69161737698078,-0.6840615718373384,-0.6029609725437226,-0.47938124398410087,0.10324903239449176,0.15866047022431978,5
7,-0.739888505130758,0.6827291802704581,-1.3892937542464605,-1.008484140239915,-0.47494317871323716,-0.06941935101213151,-0.7802827012671073,7
8,-0.2441811227648085,0.5669126473566133,-0.9367232698150468,-0.32418145651345187,-0.36257572379179404,-0.4819505664213981,-1.055327415715966,7
9,-0.3922978078749652,-0.02275920044810666,0.6073892549791577,2.556854647641031,-0.357938978260704,0.1893665168897159,1.6127312657322026,5
10,-0.6985400490797383,0.6016323796736668,-0.6145299174101096,-0.41932003108750987,0.16520413714348087,0.10074490030431187,0.37624914176476987,5
11,-0.3922978078749648,-0.022759200448106448,0.6073892549791579,2.55685464764103,-0.3579389782607031,0.18936651688971545,1.6127312657322026,5
12,-1.772061545192533,0.6341005693056945,-1.1733782010210365,-0.7010114396614862,-0.019712780360031112,0.1250666301152462,0.2517063017236755,5
13,0.17426005022039676,0.5421440280962506,-0.016195305443756303,-0.6747335625448128,0.7580101193728944,-0.6246520485089785,-0.41788822264492825,5
14,0.1538967913354377,0.7240510074038659,-0.11782857210222922,0.9275200854897593,1.7649611459929877,3.600888547664437,2.7877142806697206,5
15,0.14275866756851896,0.733572843373173,-0.059693666981334124,0.9902005979759378,1.6416509107850574,3.5131669427511687,2.875927482912103,5
16,0.21836432630351912,-1.4778995153129337,1.3352754862264844,-0.518521261282012,0.1401604481843319,1.759670313817803,1.80807378294992,7
17,-0.36914336003993964,0.523263006131326,0.5794915088995141,-0.5588402064436825,5.810441099576373,0.25140215604132604,-0.0221240038760378,5
18,-0.4473080143314476,0.6351855576678566,-0.6516652487899728,1.3548964065017488,-0.05070465357640825,-0.7595456623438593,-0.7009806286426665,4
19,-0.046057813756441635,-0.880800409272056,1.5770882162745095,-0.41797534420994664,5.336687179636036,0.27390979424225786,0.10685268503574762,6
20,0.28926170994717953,-1.739447209349722,0.9970707148161921,-0.5907940930637289,-0.16692199334956137,1.2509098948733117,0.4602335950274448,6
21,-0.285229540562271,-0.5982371820948992,0.4084963270344588,-0.10643885991078557,-0.14237125722199379,0.782952296627243,0.638435628388835,5
22,0.10075792260594638,-0.198993591408007,0.06507877814664353,-0.5468271949491553,0.38305889070916915,-0.3592711606977832,-0.47233557585775493,5
23,0.09642861138184428,0.3240701496177679,-0.0722778580022583,-0.03604765488968394,-0.24781535364451804,-0.3125706649209946,0.20256400227424565,5
24,-0.5934915684549583,-0.4841663351291541,-0.4150461943718161,-0.01391603630143554,-0.06769773704489651,0.6234922404045231,-0.3241975460624589,6
25,-0.7002335637985296,-0.5256029205258199,-0.37204878005449776,-0.6998955328880173,-0.1060779538201206,-0.3382153802764186,-0.7888622828066764,5
26,-0.08766268163170728,-0.4566855447305339,0.008329068468404987,-0.4523261461104646,-0.11773661015225864,-1.0253921856179313,-1.145071650881896,5
27,0.10075792260594638,-0.198993591408007,0.06507877814664353,-0.5468271949491553,0.38305889070916915,-0.3592711606977832,-0.47233557585775493,5
28,-0.6141206177771448,1.16752690668739,-1.2138623971558413,-0.4119023412658663,-0.17669899190220917,-0.08791063728742995,-0.4404311310237636,5
29,-0.3849464089608454,0.8552522268372821,-1.1097091780313706,-0.36624062238039623,-0.1776101451340588,-0.6158164328425088,-1.0861642744735704,6
30,-0.9302938417505301,1.0089360223798627,-0.7550414305627068,-0.03794830147372686,-0.04233912484962558,0.22622742261736636,0.9235183800434522,5
31,-0.8546165599362671,0.8868946835565652,-1.3318816452951432,0.003173781715873611,0.32329761004168767,0.590402830236065,-0.32966199814310737,6
32,-0.12860498775931334,1.1358957525594038,-0.13551204840508593,-0.070447469875569,-0.2696469790133813,0.19717822991793452,1.6562515658373582,5
33,-0.7425563760892233,0.3859693220561239,-0.9247491452483065,5.728235081562369,-0.20908959628676677,2.2793932782394877,1.209724137204545,6
34,-1.1267157004931652,-0.8601908154902976,0.13726421743212486,-0.35059308931046335,0.39003870742449126,-0.1269095309559884,0.01644531399465045,5
35,-0.2807350022293617,0.9792605159986404,-0.9562662877951466,2.1698564205077946,-0.11496396829849587,-0.8307116572413431,-1.1049422645628848,6
36,-0.235743395053475,0.5282467931191916,-0.46760905315754275,-0.015249619462701246,-0.10292316566048444,-1.1595595808753543,-1.0742054110101968,6
37,0.2439385169099968,-0.6495894002866153,0.17579150974052116,-0.23090373580953605,-0.40559442218281583,-0.18472541952073157,-0.5444102848869503,7
